query_order,rank,query_pair_id,candidate_pair_id,is_positive,visual_score,normalized_sw_score,mean_path_cosine,joint_coverage,line1_coverage,line2_coverage,path_steps,transcript_min_coverage,transcript_dice,transcript_iou,query_image,candidate_image
1,11,pair_000007,pair_000064,0,0.3285156690543929,0.4905339327725497,0.5274444647859466,0.6697103851666032,0.768,0.584,59,0.1,0.09523809523809523,0.05,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_02.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000064/B/linesImages/line_14.png
1,12,pair_000007,pair_000068,0,0.32438802113597853,0.5072130426630244,0.5771410115519349,0.6395498416855405,0.664,0.616,49,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_02.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000068/B/linesImages/line_15.png
1,13,pair_000007,pair_000021,0,0.318719921710044,0.5576528039309058,0.5718139915002717,0.571538275183736,0.704,0.464,45,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_02.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/B/linesImages/line_03.png
1,14,pair_000007,pair_000008,0,0.3182918780248687,0.5350236798276996,0.4994054071139544,0.5949117581625026,0.632,0.56,48,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_02.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000008/B/linesImages/line_11.png
2,1,pair_000007,pair_000007,1,0.6317029771326962,1.1422322591145833,0.7097255238946879,0.5530424938465398,0.648,0.472,53,0.8888888888888888,0.8421052631578947,0.7272727272727273,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/B/linesImages/line_12.png
2,2,pair_000007,pair_000066,0,0.5161040626551374,0.7986509870774675,0.5737779348416895,0.6462197768561405,0.696,0.6,61,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000066/B/linesImages/line_06.png
2,3,pair_000007,pair_000044,0,0.44553983925858465,0.6476307596479144,0.5583826184583207,0.6879534867997981,0.696,0.68,60,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000044/B/linesImages/line_13.png
2,4,pair_000007,pair_000048,0,0.4193325224850333,0.6208471818403765,0.5377001933264152,0.6754198694145739,0.704,0.648,59,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000048/B/linesImages/line_06.png
2,5,pair_000007,pair_000015,0,0.417206264160327,0.5668898264567057,0.5626198239770019,0.7359565204548432,0.728,0.744,64,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000015/B/linesImages/line_14.png
2,6,pair_000007,pair_000058,0,0.3979747759174849,0.5241158172374464,0.5719479584466602,0.7593260169387059,0.728,0.792,59,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000058/B/linesImages/line_08.png
2,7,pair_000007,pair_000006,0,0.3921468554621122,0.6222828856301964,0.5925868401417926,0.6301745789858554,0.68,0.584,49,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/B/linesImages/line_07.png
2,8,pair_000007,pair_000010,0,0.3848661694424342,0.7343276711397393,0.5387702870952047,0.5241068593330944,0.592,0.464,46,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000010/B/linesImages/line_07.png
2,9,pair_000007,pair_000050,0,0.3735131960848811,0.581889441253942,0.5759199347633582,0.6418971880293604,0.696,0.592,52,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_01.png
2,10,pair_000007,pair_000020,0,0.369684554850002,0.6034027862548829,0.5128165734586893,0.6126663039534654,0.68,0.552,54,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000020/B/linesImages/line_04.png
2,11,pair_000007,pair_000012,0,0.3523137749565972,0.6990352677710262,0.5473374394906891,0.504,0.504,0.504,45,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000012/B/linesImages/line_04.png
2,12,pair_000007,pair_000008,0,0.3447735588760385,0.6448884599664239,0.5207417978216773,0.5346251022913159,0.616,0.464,46,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000008/B/linesImages/line_11.png
2,13,pair_000007,pair_000068,0,0.34111820988437774,0.6113897223221628,0.5732074410551125,0.5579390647732062,0.512,0.608,45,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000068/B/linesImages/line_15.png
2,14,pair_000007,pair_000064,0,0.3330652848176485,0.5285285949707031,0.5873663154131962,0.6301745789858554,0.68,0.584,53,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000064/B/linesImages/line_14.png
2,15,pair_000007,pair_000021,0,0.32881067256632107,0.6102663104453784,0.54809345312727,0.5387986636954476,0.648,0.448,48,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/A/linesImages/line_11.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/B/linesImages/line_03.png
3,1,pair_000021,pair_000069,0,0.5008579357701124,0.9580995468866258,0.5742120373439281,0.5227618960865453,0.56,0.488,47,0.08333333333333333,0.043478260869565216,0.022222222222222223,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000069/B/linesImages/line_10.png
3,2,pair_000021,pair_000007,0,0.4238123045957235,0.7768856472439236,0.5844437592127856,0.5455272678794342,0.496,0.6,47,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000007/B/linesImages/line_08.png
3,3,pair_000021,pair_000044,0,0.4135668140671731,0.6513065122208506,0.6375173085175876,0.6349803146555018,0.6,0.672,53,0.1,0.09090909090909091,0.047619047619047616,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000044/B/linesImages/line_13.png
3,4,pair_000021,pair_000006,0,0.41081027157379774,0.6939996398321473,0.6475745811265834,0.5919459434779497,0.6,0.584,47,0.1,0.09090909090909091,0.047619047619047616,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/B/linesImages/line_07.png
3,5,pair_000021,pair_000048,0,0.4024454315348919,0.649443522538289,0.5232880617043486,0.6196773353931867,0.6,0.64,54,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000048/B/linesImages/line_06.png
3,6,pair_000021,pair_000015,0,0.40088258482354117,0.6726369355854235,0.46292914996889456,0.5959865770300535,0.6,0.592,54,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000015/B/linesImages/line_14.png
3,7,pair_000021,pair_000021,1,0.3846560699994618,0.6940040173737899,0.5800405860257646,0.5542562584220407,0.48,0.64,48,0.5,0.45454545454545453,0.29411764705882354,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/B/linesImages/line_07.png
3,8,pair_000021,pair_000010,0,0.3830730126697725,0.7022069018820057,0.6176422064503034,0.5455272678794342,0.6,0.496,45,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000010/B/linesImages/line_07.png
3,9,pair_000021,pair_000066,0,0.3647349497661432,0.6730939528521369,0.48759053720563067,0.5418782151000352,0.496,0.592,51,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000066/B/linesImages/line_06.png
3,10,pair_000021,pair_000050,0,0.36245642997910654,0.616550907944188,0.5558659779489972,0.5878775382679627,0.6,0.576,48,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_01.png
3,11,pair_000021,pair_000008,0,0.3188582158381712,0.6431940415326287,0.49391345326335,0.49574186831454936,0.48,0.512,39,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000008/B/linesImages/line_11.png
3,12,pair_000021,pair_000064,0,0.28981430659025786,0.4895958993949142,0.4812631236146326,0.5919459434779497,0.6,0.584,46,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000064/B/linesImages/line_14.png
4,1,pair_000006,pair_000048,0,0.5313341682467126,0.8302745056152344,0.5464886333793402,0.6399499980467224,0.632,0.648,60,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000048/B/linesImages/line_06.png
4,2,pair_000006,pair_000010,0,0.4685771929532491,0.83691580399223,0.5856104362375882,0.5598857026215261,0.632,0.496,49,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000010/B/linesImages/line_07.png
4,3,pair_000006,pair_000066,0,0.4393226723983307,0.7231337878168845,0.539040009594626,0.6075261311252381,0.632,0.584,54,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000066/B/linesImages/line_06.png
4,4,pair_000006,pair_000006,1,0.41017069002664314,0.6573788511986826,0.5217872938762108,0.6239487158412941,0.632,0.616,54,1.0,0.8888888888888888,0.8,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/B/linesImages/line_01.png
4,5,pair_000006,pair_000058,0,0.3982860354247702,0.5687294006347656,0.5418725408879774,0.7003085034468738,0.632,0.776,56,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000058/B/linesImages/line_08.png
4,6,pair_000006,pair_000015,0,0.37915292380136134,0.5559259706789309,0.4532358702427397,0.6820205275503077,0.632,0.736,60,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000015/B/linesImages/line_14.png
4,7,pair_000006,pair_000021,0,0.35219758537868473,0.6491793285716664,0.5023745462143173,0.5425274186619511,0.584,0.504,48,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/B/linesImages/line_03.png
4,8,pair_000006,pair_000068,0,0.327734589385849,0.7735098702566964,0.46814659651782775,0.4236980056596915,0.44,0.408,36,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000068/B/linesImages/line_15.png
4,9,pair_000006,pair_000050,0,0.31551668608622846,0.5193466913132441,0.5475421572064466,0.6075261311252381,0.632,0.584,47,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_01.png
4,10,pair_000006,pair_000012,0,0.31386556223207857,0.5313927060081846,0.5656151225747064,0.590647102761031,0.632,0.552,43,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000012/B/linesImages/line_04.png
4,11,pair_000006,pair_000020,0,0.3044111475050789,0.754417947622446,0.4372170153591368,0.4035046468133917,0.384,0.424,36,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000020/B/linesImages/line_04.png
4,12,pair_000006,pair_000044,0,0.2946877864627868,0.5671773274739583,0.5145112580460746,0.5195690521961446,0.592,0.456,41,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000044/B/linesImages/line_13.png
4,13,pair_000006,pair_000064,0,0.27282217731028147,0.44907068738750383,0.467205819748342,0.6075261311252381,0.632,0.584,50,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000006/A/linesImages/line_07.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000064/B/linesImages/line_14.png
5,1,pair_000050,pair_000050,1,1.1665822787556586,2.0479597091674804,0.8744326846762782,0.5696314598053728,0.624,0.52,63,1.0,0.8571428571428571,0.75,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_14.png
5,2,pair_000050,pair_000008,0,0.4329756747159291,0.7416751098632812,0.6457870106982149,0.583780780773057,0.6,0.568,46,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000008/B/linesImages/line_11.png
5,3,pair_000050,pair_000066,0,0.3997327932309922,0.6375656127929688,0.5530233050093931,0.6269673037726927,0.664,0.592,51,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000066/B/linesImages/line_06.png
5,4,pair_000050,pair_000048,0,0.3978794961539083,0.610348009595684,0.474776869212262,0.6518895611988276,0.664,0.64,61,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000048/B/linesImages/line_06.png
5,5,pair_000050,pair_000015,0,0.3937072364002477,0.7316815636374734,0.537976024672389,0.5380854950656075,0.624,0.464,48,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000015/B/linesImages/line_14.png
5,6,pair_000050,pair_000064,0,0.3911351498737973,0.6281109764462426,0.5663515672672028,0.622716628973404,0.664,0.584,51,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000064/B/linesImages/line_14.png
5,7,pair_000050,pair_000068,0,0.3727405279355358,0.7970657348632812,0.5695478122953962,0.46764088786161545,0.536,0.408,41,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000068/B/linesImages/line_15.png
5,8,pair_000050,pair_000069,0,0.34522609450323605,0.5502702964926666,0.46975648235164436,0.6273754856543249,0.6,0.656,51,0.0,0.0,0.0,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_04.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000069/B/linesImages/line_10.png
